"fixed acidity","volatile acidity","citric acid","residual sugar","chlorides","free sulfur dioxide","total sulfur dioxide","density","pH","sulphates","alcohol","quality"
"7.20","0.21","0.35","14.50","0.048","35.00","178.00","0.9982","3.05","0.47","8.90","6"
"7.10","0.21","0.40","1.20","0.069","24.00","156.00","0.9928","3.42","0.43","10.60","6"
"8.40","0.17","0.31","6.70","0.038","29.00","132.00","0.9945","3.10","0.32","10.60","7"
"5.30","0.24","0.33","1.30","0.033","25.00","97.00","0.9906","3.59","0.38","11.00","8"
"6.30","0.23","0.21","5.10","0.035","29.00","142.00","0.9942","3.36","0.33","10.10","7"
"6.50","0.29","0.25","10.60","0.039","32.00","120.00","0.9962","3.31","0.34","10.10","6"
"5.80","0.29","0.21","2.60","0.025","12.00","120.00","0.9894","3.39","0.79","14.00","7"
"6.30","0.27","0.25","5.80","0.038","52.00","155.00","0.995","3.28","0.38","9.40","6"
"6.30","0.17","0.42","2.80","0.028","45.00","107.00","0.9908","3.27","0.43","11.80","6"
"6.30","0.16","0.40","1.60","0.033","59.00","148.00","0.9914","3.44","0.53","11.40","5"
"7.90","0.29","0.39","6.70","0.036","6.00","117.00","0.9938","3.12","0.42","10.70","5"
"7.30","0.31","0.69","10.20","0.041","58.00","160.00","0.9977","3.06","0.45","8.60","5"
"5.20","0.24","0.45","3.80","0.027","21.00","128.00","0.992","3.55","0.49","11.20","8"
"7.20","0.37","0.15","2.00","0.029","27.00","87.00","0.9903","3.30","0.59","12.60","7"
"9.20","0.22","0.40","2.40","0.054","18.00","151.00","0.9952","3.04","0.46","9.30","4"
"8.00","0.18","0.37","1.30","0.04","15.00","96.00","0.9912","3.06","0.61","12.10","6"
"6.50","0.22","0.34","12.00","0.053","55.00","177.00","0.9983","3.52","0.44","9.90","6"
"7.40","0.18","0.40","1.60","0.047","22.00","102.00","0.9937","3.28","0.44","10.70","5"
"6.50","0.52","0.17","1.40","0.047","5.00","26.00","0.9932","3.26","0.32","10.00","4"
"8.10","0.45","0.34","8.30","0.037","33.00","216.00","0.9976","3.31","0.64","9.70","5"
"6.40","0.50","0.16","12.90","0.042","26.00","138.00","0.9974","3.28","0.33","9.00","5"
"6.00","0.40","0.30","1.60","0.047","30.00","117.00","0.9931","3.17","0.48","10.10","6"
"9.60","0.23","0.40","1.50","0.044","19.00","135.00","0.9937","2.96","0.49","10.90","5"
"6.50","0.115","0.29","1.95","0.038","73.00","166.00","0.989","3.12","0.25","12.90","7"
"6.40","0.125","0.29","5.85","0.042","24.00","99.00","0.992","3.23","0.32","12.00","7"
"5.70","0.10","0.27","1.30","0.047","21.00","100.00","0.9928","3.27","0.46","9.50","5"
"7.90","0.25","0.29","5.30","0.031","33.00","117.00","0.9918","3.06","0.32","11.80","7"
"6.90","0.20","0.28","1.20","0.048","36.00","159.00","0.9936","3.19","0.43","9.10","6"
"6.80","0.39","0.31","14.35","0.043","28.00","162.00","0.9988","3.17","0.54","9.10","5"
"8.70","0.22","0.42","2.30","0.053","27.00","114.00","0.994","2.99","0.43","10.00","5"
"6.10","0.31","0.37","8.40","0.031","70.00","170.00","0.9934","3.42","0.40","11.70","8"
"9.20","0.28","0.46","3.20","0.058","39.00","133.00","0.996","3.14","0.58","9.50","5"
"7.20","0.24","0.30","1.60","0.048","27.00","131.00","0.9933","3.25","0.45","10.50","5"
"7.20","0.25","0.32","1.50","0.047","27.00","132.00","0.9933","3.26","0.44","10.50","5"
"9.10","0.27","0.32","1.10","0.031","15.00","151.00","0.9936","3.03","0.41","10.60","5"
"8.90","0.34","0.32","1.30","0.041","12.00","188.00","0.9953","3.17","0.49","9.50","5"
"7.00","0.17","0.37","5.70","0.025","29.00","111.00","0.9938","3.20","0.49","10.80","6"
"6.80","0.32","0.18","7.50","0.041","71.00","223.00","0.9959","3.14","0.41","8.90","5"
"6.10","0.60","0.00","1.30","0.042","24.00","79.00","0.9937","3.31","0.38","9.40","4"
"7.90","0.16","0.30","4.80","0.037","37.00","171.00","0.9967","3.47","0.44","9.00","4"
"7.60","0.33","0.36","2.10","0.034","26.00","172.00","0.9944","3.42","0.48","10.50","4"
"7.80","0.30","0.29","16.85","0.054","23.00","135.00","0.9998","3.16","0.38","9.00","6"
"5.70","0.26","0.27","4.10","0.201","73.50","189.50","0.9942","3.27","0.38","9.40","6"
"7.80","0.30","0.29","16.85","0.054","23.00","135.00","0.9998","3.16","0.38","9.00","6"
"7.80","0.30","0.29","16.85","0.054","23.00","135.00","0.9998","3.16","0.38","9.00","6"
"6.60","0.25","0.41","7.40","0.043","29.00","151.00","0.9946","3.15","0.60","10.20","7"
"8.20","0.23","0.49","0.90","0.057","15.00","73.00","0.9928","3.07","0.38","10.40","6"
"6.10","0.45","0.27","0.80","0.039","13.00","82.00","0.9927","3.23","0.32","9.50","5"
"7.40","0.23","0.43","1.40","0.044","22.00","113.00","0.9938","3.22","0.62","10.60","6"
"7.20","0.20","0.38","1.00","0.037","21.00","74.00","0.9918","3.21","0.37","11.00","5"
"7.50","0.14","0.34","1.30","0.055","50.00","153.00","0.9945","3.29","0.80","9.60","6"
"7.70","0.25","0.43","4.50","0.062","20.00","115.00","0.9966","3.38","0.50","9.90","6"
"7.60","0.21","0.44","1.90","0.036","10.00","119.00","0.9913","3.01","0.70","12.80","6"
"7.40","0.22","0.33","2.00","0.045","31.00","101.00","0.9931","3.42","0.55","11.40","5"
"7.20","0.26","0.26","12.70","0.036","49.00","214.00","0.9986","3.41","0.50","10.00","6"
"6.40","0.25","0.41","8.60","0.042","57.00","173.00","0.9965","3.00","0.44","9.10","5"
"6.30","0.32","0.35","11.10","0.039","29.00","198.00","0.9984","3.36","0.50","9.40","7"
"7.20","0.20","0.25","4.50","0.044","31.00","109.00","0.9949","3.23","0.36","9.40","5"
"8.20","0.61","0.45","5.40","0.03","15.00","118.00","0.9954","3.14","0.34","9.60","5"
"7.50","0.42","0.45","9.10","0.029","20.00","125.00","0.996","3.12","0.36","10.10","6"
"7.90","0.46","0.32","4.10","0.033","40.00","138.00","0.9912","3.18","0.44","12.80","7"
"6.50","0.41","0.64","11.80","0.065","65.00","225.00","0.9978","3.12","0.51","8.90","5"
"7.50","0.32","0.37","1.20","0.048","22.00","184.00","0.9938","3.09","0.43","9.30","5"
"7.10","0.21","0.30","1.40","0.037","45.00","143.00","0.9932","3.13","0.33","9.90","6"
"7.60","0.26","0.47","1.60","0.068","5.00","55.00","0.9944","3.10","0.45","9.60","5"
"7.60","0.21","0.44","1.90","0.036","10.00","119.00","0.9913","3.01","0.70","12.80","6"
"6.90","0.25","0.26","5.20","0.024","36.00","135.00","0.9948","3.16","0.72","10.70","7"
"7.30","0.22","0.40","14.75","0.042","44.50","129.50","0.9998","3.36","0.41","9.10","7"
"6.20","0.37","0.22","8.30","0.025","36.00","216.00","0.9964","3.33","0.60","9.60","6"
"7.90","0.22","0.45","14.20","0.038","53.00","141.00","0.9992","3.03","0.46","9.20","6"
"6.90","0.25","0.26","5.20","0.024","36.00","135.00","0.9948","3.16","0.72","10.70","7"
"7.30","0.22","0.40","14.75","0.042","44.50","129.50","0.9998","3.36","0.41","9.10","7"
"7.10","0.26","0.32","14.45","0.074","29.00","107.00","0.998","2.96","0.42","9.20","6"
"7.40","0.25","0.37","6.90","0.02","14.00","93.00","0.9939","3.00","0.48","10.70","7"
"6.80","0.18","0.37","1.50","0.027","37.00","93.00","0.992","3.30","0.45","10.80","6"
"6.40","0.30","0.38","7.80","0.046","35.00","192.00","0.9955","3.10","0.37","9.00","5"
"5.00","0.33","0.16","1.50","0.049","10.00","97.00","0.9917","3.48","0.44","10.70","6"
"8.90","0.33","0.32","1.50","0.047","11.00","200.00","0.9954","3.19","0.46","9.40","5"
"7.00","0.26","0.46","15.55","0.037","61.00","171.00","0.9986","2.94","0.35","8.80","6"
"6.40","0.30","0.38","7.80","0.046","35.00","192.00","0.9955","3.10","0.37","9.00","5"
"6.30","0.21","0.40","1.70","0.031","48.00","134.00","0.9917","3.42","0.49","11.50","6"
"8.00","0.23","0.46","1.50","0.03","30.00","125.00","0.9907","3.23","0.47","12.50","6"
"9.20","0.28","0.41","1.00","0.042","14.00","59.00","0.9922","2.96","0.25","10.50","6"
"7.30","0.27","0.39","6.70","0.064","28.00","188.00","0.9958","3.29","0.30","9.70","5"
"5.00","0.33","0.16","1.50","0.049","10.00","97.00","0.9917","3.48","0.44","10.70","6"
"9.70","0.24","0.45","1.20","0.033","11.00","59.00","0.9926","2.74","0.47","10.80","6"
"8.00","0.28","0.42","7.10","0.045","41.00","169.00","0.9959","3.17","0.43","10.60","5"
"8.20","0.37","0.36","1.00","0.034","17.00","93.00","0.9906","3.04","0.32","11.70","8"
"6.40","0.23","0.33","1.15","0.044","15.50","217.50","0.992","3.33","0.44","11.00","6"
"5.90","0.40","0.32","6.00","0.034","50.00","127.00","0.992","3.51","0.58","12.50","7"
"7.20","0.23","0.39","2.30","0.033","29.00","102.00","0.9908","3.26","0.54","12.30","7"
"6.80","0.32","0.37","3.40","0.023","19.00","87.00","0.9902","3.14","0.53","12.70","6"
"7.20","0.23","0.39","2.30","0.033","29.00","102.00","0.9908","3.26","0.54","12.30","7"
"6.90","0.18","0.38","6.50","0.039","20.00","110.00","0.9943","3.10","0.42","10.50","5"
"9.40","0.26","0.53","1.20","0.047","25.00","109.00","0.9921","3.23","0.28","12.50","6"
"7.30","0.29","0.30","13.00","0.043","46.00","238.00","0.9986","3.06","0.41","8.70","6"
"7.90","0.41","0.37","4.50","0.03","40.00","114.00","0.992","3.17","0.54","12.40","7"
"7.90","0.44","0.37","5.85","0.033","27.00","93.00","0.992","3.16","0.54","12.60","7"
"7.80","0.32","0.31","1.70","0.036","46.00","195.00","0.993","3.03","0.48","10.50","5"
"7.30","0.24","0.39","3.60","0.024","35.00","116.00","0.9928","3.17","0.51","10.90","5"
"7.10","0.44","0.37","2.70","0.041","35.00","128.00","0.9896","3.07","0.43","13.50","7"
"10.30","0.25","0.48","2.20","0.042","28.00","164.00","0.998","3.19","0.59","9.70","5"
"7.90","0.14","0.28","1.80","0.041","44.00","178.00","0.9954","3.45","0.43","9.20","6"
"7.40","0.18","0.42","2.10","0.036","33.00","187.00","0.9938","3.40","0.41","10.60","7"
"8.10","0.43","0.42","6.60","0.033","36.00","141.00","0.9918","2.98","0.39","13.30","7"
"7.10","0.44","0.37","2.70","0.041","35.00","128.00","0.9896","3.07","0.43","13.50","7"
"8.00","0.66","0.72","17.55","0.042","62.00","233.00","0.9999","2.92","0.68","9.40","4"
"8.00","0.20","0.40","5.20","0.055","41.00","167.00","0.9953","3.18","0.40","10.60","7"
"7.20","0.21","0.34","1.10","0.046","25.00","80.00","0.992","3.25","0.40","11.30","6"
"7.20","0.18","0.31","1.10","0.045","20.00","73.00","0.9925","3.32","0.40","10.80","7"
"8.40","0.57","0.44","10.70","0.051","46.00","195.00","0.9981","3.15","0.51","10.40","5"
"5.30","0.26","0.23","5.15","0.034","48.00","160.00","0.9952","3.82","0.51","10.50","7"
"7.30","0.18","0.65","1.40","0.046","28.00","157.00","0.9946","3.33","0.62","9.40","6"
"6.90","0.29","0.16","6.80","0.034","65.00","212.00","0.9955","3.08","0.39","9.00","6"
"6.40","0.23","0.30","7.10","0.037","63.00","236.00","0.9952","3.06","0.34","9.20","6"
"7.30","0.19","0.68","1.50","0.05","31.00","156.00","0.9946","3.32","0.64","9.40","6"
"9.60","0.29","0.46","1.45","0.039","77.50","223.00","0.9944","2.92","0.46","9.50","6"
"8.00","0.22","0.42","14.60","0.044","45.00","163.00","1.0003","3.21","0.69","8.60","7"
"7.60","0.31","0.29","10.50","0.04","21.00","145.00","0.9966","3.04","0.35","9.40","5"
"8.00","0.22","0.42","14.60","0.044","45.00","163.00","1.0003","3.21","0.69","8.60","7"
"7.00","0.39","0.31","5.30","0.169","32.00","162.00","0.9965","3.20","0.48","9.40","5"
"6.20","0.22","0.27","1.50","0.064","20.00","132.00","0.9938","3.22","0.46","9.20","6"
"8.00","0.22","0.42","14.60","0.044","45.00","163.00","1.0003","3.21","0.69","8.60","7"
"7.60","0.31","0.29","10.50","0.04","21.00","145.00","0.9966","3.04","0.35","9.40","5"
"6.60","0.27","0.30","1.90","0.025","14.00","153.00","0.9928","3.29","0.62","10.50","6"
"7.80","0.16","0.41","1.70","0.026","29.00","140.00","0.991","3.02","0.78","12.50","6"
"7.40","0.31","0.74","10.70","0.039","51.00","147.00","0.9977","3.02","0.43","8.70","5"
"8.00","0.45","0.36","8.80","0.026","50.00","151.00","0.9927","3.07","0.25","12.70","8"
"7.70","0.27","0.34","1.80","0.028","26.00","168.00","0.9911","2.99","0.48","12.10","7"
"7.80","0.16","0.41","1.70","0.026","29.00","140.00","0.991","3.02","0.78","12.50","6"
"6.60","0.16","0.29","1.80","0.05","40.00","147.00","0.9912","3.06","0.44","11.40","7"
"7.20","0.32","0.33","1.40","0.029","29.00","109.00","0.9902","3.15","0.51","12.80","7"
"6.60","0.16","0.30","1.60","0.034","15.00","78.00","0.992","3.38","0.44","11.20","6"
"8.40","0.16","0.33","1.50","0.033","16.00","98.00","0.994","3.14","0.42","9.70","6"
"6.90","0.41","0.22","4.20","0.031","10.00","102.00","0.993","3.00","0.86","11.60","4"
"7.50","0.23","0.32","9.20","0.038","54.00","191.00","0.9966","3.04","0.56","9.70","6"
"7.50","0.38","0.33","5.00","0.045","30.00","131.00","0.9942","3.32","0.44","10.90","6"
"7.30","0.34","0.39","5.20","0.04","45.00","163.00","0.9925","3.30","0.47","12.40","6"
"7.80","0.23","0.28","4.75","0.042","45.00","166.00","0.9928","2.96","0.40","11.50","5"
"9.00","0.245","0.38","5.90","0.045","52.00","159.00","0.995","2.93","0.35","10.20","6"
"6.90","0.20","0.40","7.70","0.032","51.00","176.00","0.9939","3.22","0.27","11.40","5"
"8.00","0.59","0.71","17.35","0.038","61.00","228.00","1.00","2.95","0.75","9.30","5"
"9.70","0.14","0.59","1.50","0.049","23.00","142.00","0.9958","2.98","0.62","9.50","5"
"9.20","0.15","0.68","1.60","0.046","22.00","130.00","0.9948","3.02","0.45","10.40","6"
"9.40","0.17","0.55","1.60","0.049","14.00","94.00","0.9949","3.02","0.61","10.30","6"
"5.20","0.365","0.08","13.50","0.041","37.00","142.00","0.997","3.46","0.39","9.90","6"
"6.30","0.23","0.22","3.75","0.039","37.00","116.00","0.9927","3.23","0.50","10.70","6"
"9.60","0.25","0.54","1.30","0.04","16.00","160.00","0.9938","2.94","0.43","10.50","5"
"9.20","0.32","0.42","1.30","0.046","14.00","186.00","0.9949","3.08","0.48","9.60","5"
"6.40","0.31","0.40","6.20","0.04","46.00","169.00","0.9953","3.15","0.46","9.30","6"
"8.10","0.20","0.36","9.70","0.044","63.00","162.00","0.997","3.10","0.46","10.00","6"
"7.90","0.255","0.26","2.00","0.026","40.00","190.00","0.9932","3.04","0.39","11.20","6"
"7.00","0.15","0.34","1.40","0.039","21.00","177.00","0.9927","3.32","0.62","10.80","5"
"7.60","0.19","0.42","1.50","0.044","6.00","114.00","0.9914","3.04","0.74","12.80","6"
"6.90","0.16","0.35","1.30","0.043","21.00","182.00","0.9927","3.25","0.62","10.80","6"
"7.70","0.32","0.48","2.30","0.04","28.00","114.00","0.9911","3.20","0.52","12.80","7"
"6.50","0.22","0.72","6.80","0.042","33.00","168.00","0.9958","3.12","0.36","9.20","6"
"5.20","0.37","0.33","1.20","0.028","13.00","81.00","0.9902","3.37","0.38","11.70","6"
"8.40","0.19","0.43","2.10","0.052","20.00","104.00","0.994","2.85","0.46","9.50","5"
"8.30","0.21","0.41","2.20","0.05","24.00","108.00","0.994","2.85","0.45","9.50","5"
"6.80","0.15","0.32","8.80","0.058","24.00","110.00","0.9972","3.40","0.40","8.80","6"
"7.90","0.16","0.64","17.00","0.05","69.00","210.00","1.0004","3.15","0.51","9.30","7"
"9.00","0.24","0.50","1.20","0.048","26.00","107.00","0.9918","3.21","0.34","12.40","6"
"7.80","0.29","0.36","7.00","0.042","38.00","161.00","0.9941","3.26","0.37","11.20","8"
"6.70","0.18","0.30","6.40","0.048","40.00","251.00","0.9956","3.29","0.52","10.00","5"
"8.40","0.58","0.27","12.15","0.033","37.00","116.00","0.9959","2.99","0.39","10.80","6"
"7.20","0.16","0.32","0.80","0.04","50.00","121.00","0.9922","3.27","0.33","10.00","6"
"7.60","0.54","0.23","2.00","0.029","13.00","151.00","0.9931","3.04","0.33","10.40","5"
"8.40","0.58","0.27","12.15","0.033","37.00","116.00","0.9959","2.99","0.39","10.80","6"
"6.60","0.25","0.31","12.40","0.059","52.00","181.00","0.9984","3.51","0.47","9.80","6"
"7.30","0.23","0.37","1.90","0.041","51.00","165.00","0.9908","3.26","0.40","12.20","8"
"7.30","0.39","0.37","1.10","0.043","36.00","113.00","0.991","3.39","0.48","12.70","8"
"7.00","0.46","0.39","6.20","0.039","46.00","163.00","0.9928","3.21","0.35","12.20","7"
"8.20","0.35","0.40","6.30","0.039","35.00","162.00","0.9936","3.15","0.34","11.90","7"
"9.20","0.35","0.39","0.90","0.042","15.00","61.00","0.9924","2.96","0.28","10.40","4"
"8.00","0.57","0.39","3.90","0.034","22.00","122.00","0.9917","3.29","0.67","12.80","7"
"6.50","0.37","0.33","3.90","0.027","40.00","130.00","0.9906","3.28","0.39","12.70","7"
"5.70","0.21","0.24","2.30","0.047","60.00","189.00","0.995","3.65","0.72","10.10","6"
"7.80","0.13","0.30","1.80","0.04","43.00","179.00","0.9955","3.43","0.41","9.00","5"
"7.60","0.19","0.41","1.10","0.04","38.00","143.00","0.9907","2.92","0.42","11.40","5"
"7.30","0.22","0.41","15.40","0.05","55.00","191.00","1.00","3.32","0.59","8.90","6"
"6.30","0.29","0.40","6.50","0.039","43.00","167.00","0.9953","3.15","0.44","9.30","6"
"6.50","0.19","0.32","1.40","0.04","31.00","132.00","0.9922","3.36","0.54","10.80","7"
"6.00","0.13","0.28","5.70","0.038","56.00","189.50","0.9948","3.59","0.43","10.60","7"
"7.60","0.19","0.41","1.10","0.04","38.00","143.00","0.9907","2.92","0.42","11.40","5"
"7.00","0.14","0.41","0.90","0.037","22.00","95.00","0.9914","3.25","0.43","10.90","6"
"7.60","0.27","0.24","3.80","0.058","19.00","115.00","0.9958","3.15","0.45","8.90","5"
"7.30","0.22","0.41","15.40","0.05","55.00","191.00","1.00","3.32","0.59","8.90","6"
"7.40","0.64","0.47","14.15","0.168","42.00","185.00","0.9984","2.90","0.49","9.30","5"
"8.30","0.26","0.41","9.20","0.042","41.00","162.00","0.9944","3.10","0.38","12.00","7"
"10.70","0.22","0.56","8.20","0.044","37.00","181.00","0.998","2.87","0.68","9.50","6"
"6.90","0.23","0.34","2.70","0.032","24.00","121.00","0.9902","3.14","0.38","12.40","7"
"6.20","0.30","0.32","1.70","0.032","30.00","130.00","0.9911","3.28","0.41","11.20","7"
"6.90","0.28","0.41","1.70","0.05","10.00","136.00","0.993","3.16","0.71","11.40","6"
"6.90","0.28","0.30","1.60","0.047","46.00","132.00","0.9918","3.35","0.38","11.10","7"
"6.90","0.46","0.20","0.90","0.054","5.00","126.00","0.992","3.10","0.42","10.40","6"
"5.70","0.43","0.30","5.70","0.039","24.00","98.00","0.992","3.54","0.61","12.30","7"
"6.60","0.56","0.16","3.10","0.045","28.00","92.00","0.994","3.12","0.35","9.10","6"
"7.10","0.36","0.56","1.30","0.046","25.00","102.00","0.9923","3.24","0.33","10.50","6"
"6.20","0.33","0.29","1.30","0.042","26.00","138.00","0.9956","3.77","0.64","9.50","5"
"5.60","0.49","0.13","4.50","0.039","17.00","116.00","0.9907","3.42","0.90","13.70","7"
"7.30","0.18","0.29","1.20","0.044","12.00","143.00","0.9918","3.20","0.48","11.30","7"
"6.60","0.42","0.33","2.80","0.034","15.00","85.00","0.99","3.28","0.51","13.40","6"
"5.70","0.135","0.30","4.60","0.042","19.00","101.00","0.9946","3.31","0.42","9.30","6"
"5.60","0.49","0.13","4.50","0.039","17.00","116.00","0.9907","3.42","0.90","13.70","7"
"6.90","0.19","0.33","1.60","0.039","27.00","98.00","0.9898","3.09","0.46","12.30","7"
"7.30","0.25","0.36","13.10","0.05","35.00","200.00","0.9986","3.04","0.46","8.90","7"
"7.30","0.25","0.36","13.10","0.05","35.00","200.00","0.9986","3.04","0.46","8.90","7"
"7.00","0.20","0.34","5.70","0.035","32.00","83.00","0.9928","3.19","0.46","11.50","6"
"6.30","0.67","0.48","12.60","0.052","57.00","222.00","0.9979","3.17","0.52","9.30","6"
"7.40","0.40","0.29","5.40","0.044","31.00","122.00","0.994","3.30","0.50","11.10","8"
"9.00","0.31","0.48","6.60","0.043","11.00","73.00","0.9938","2.90","0.38","11.60","5"
"8.20","0.22","0.36","6.80","0.034","12.00","90.00","0.9944","3.01","0.38","10.50","8"
"7.30","0.25","0.36","13.10","0.05","35.00","200.00","0.9986","3.04","0.46","8.90","7"
"7.10","0.26","0.32","5.90","0.037","39.00","97.00","0.9934","3.31","0.40","11.60","6"
"7.00","0.20","0.34","5.70","0.035","32.00","83.00","0.9928","3.19","0.46","11.50","6"
"8.10","0.29","0.49","7.10","0.042","22.00","124.00","0.9944","3.14","0.41","10.80","6"
"5.90","0.415","0.02","0.80","0.038","22.00","63.00","0.9932","3.36","0.36","9.30","5"
"8.60","0.55","0.35","15.55","0.057","35.50","366.50","1.0001","3.04","0.63","11.00","3"
"7.60","0.14","0.74","1.60","0.04","27.00","103.00","0.9916","3.07","0.40","10.80","7"
"9.20","0.28","0.49","11.80","0.042","29.00","137.00","0.998","3.10","0.34","10.10","4"
"6.20","0.18","0.49","4.50","0.047","17.00","90.00","0.9919","3.27","0.37","11.60","6"
"5.30","0.165","0.24","1.10","0.051","25.00","105.00","0.9925","3.32","0.47","9.10","5"
"9.80","0.25","0.74","10.00","0.056","36.00","225.00","0.9977","3.06","0.43","10.00","4"
"8.10","0.29","0.49","7.10","0.042","22.00","124.00","0.9944","3.14","0.41","10.80","6"
"6.80","0.22","0.49","0.90","0.052","26.00","128.00","0.991","3.25","0.35","11.40","6"
"7.20","0.22","0.49","1.00","0.045","34.00","140.00","0.99","3.05","0.34","12.70","6"
"6.10","0.22","0.49","1.50","0.051","18.00","87.00","0.9928","3.30","0.46","9.60","5"
"7.00","0.39","0.24","1.00","0.048","8.00","119.00","0.9923","3.00","0.31","10.10","4"
"6.10","0.22","0.49","1.50","0.051","18.00","87.00","0.9928","3.30","0.46","9.60","5"
"6.50","0.36","0.49","2.90","0.03","16.00","94.00","0.9902","3.10","0.49","12.10","7"
"7.10","0.29","0.49","1.20","0.031","32.00","99.00","0.9893","3.07","0.33","12.20","6"
"6.90","0.23","0.24","14.20","0.053","19.00","94.00","0.9982","3.17","0.50","9.60","5"
"6.10","0.25","0.49","7.60","0.052","67.00","226.00","0.9956","3.16","0.47","8.90","5"
"7.20","0.26","0.74","13.60","0.05","56.00","162.00","0.998","3.03","0.44","8.80","5"
"7.20","0.31","0.24","1.40","0.057","17.00","117.00","0.9928","3.16","0.35","10.50","5"
"8.00","0.25","0.49","1.20","0.061","27.00","117.00","0.9938","3.08","0.34","9.40","5"
"7.00","0.18","0.49","5.30","0.04","34.00","125.00","0.9914","3.24","0.40","12.20","6"
"8.30","0.20","0.74","4.45","0.044","33.00","130.00","0.9924","3.25","0.42","12.20","6"
"6.30","0.27","0.49","1.20","0.063","35.00","92.00","0.9911","3.38","0.42","12.20","6"
"6.90","0.19","0.49","6.60","0.036","49.00","172.00","0.9932","3.20","0.27","11.50","6"
"7.80","0.43","0.49","13.00","0.033","37.00","158.00","0.9955","3.14","0.35","11.30","6"
"7.20","0.40","0.49","1.10","0.048","11.00","138.00","0.9929","3.01","0.42","9.30","5"
"8.30","0.21","0.49","19.80","0.054","50.00","231.00","1.0012","2.99","0.54","9.20","5"
"6.90","0.34","0.74","11.20","0.069","44.00","150.00","0.9968","3.00","0.81","9.20","5"
"6.30","0.27","0.49","1.20","0.063","35.00","92.00","0.9911","3.38","0.42","12.20","6"
"7.10","0.22","0.74","2.70","0.044","42.00","144.00","0.991","3.31","0.41","12.20","6"
"6.40","0.145","0.49","5.40","0.048","54.00","164.00","0.9946","3.56","0.44","10.80","6"
"7.40","0.16","0.49","1.20","0.055","18.00","150.00","0.9917","3.23","0.47","11.20","6"
"8.30","0.19","0.49","1.20","0.051","11.00","137.00","0.9918","3.06","0.46","11.00","6"
"8.00","0.44","0.49","9.10","0.031","46.00","151.00","0.9926","3.16","0.27","12.70","8"
"7.00","0.20","0.74","0.80","0.044","19.00","163.00","0.9931","3.46","0.53","10.20","5"
"6.90","0.19","0.49","6.60","0.036","49.00","172.00","0.9932","3.20","0.27","11.50","6"
"6.50","0.24","0.24","1.60","0.046","15.00","60.00","0.9928","3.19","0.39","9.80","5"
"7.60","0.52","0.49","14.00","0.034","37.00","156.00","0.9958","3.14","0.38","11.80","7"
"7.80","0.21","0.49","1.35","0.052","6.00","48.00","0.9911","3.15","0.28","11.40","5"
"7.00","0.20","0.49","5.90","0.038","39.00","128.00","0.9938","3.21","0.48","10.80","6"
"7.20","0.08","0.49","1.30","0.05","18.00","148.00","0.9945","3.46","0.44","10.20","6"
"7.90","0.22","0.24","4.60","0.044","39.00","159.00","0.9927","2.99","0.28","11.50","6"
"7.70","0.16","0.49","2.00","0.056","20.00","124.00","0.9948","3.32","0.49","10.70","6"
"7.20","0.08","0.49","1.30","0.05","18.00","148.00","0.9945","3.46","0.44","10.20","6"
"6.60","0.25","0.24","1.70","0.048","26.00","124.00","0.9942","3.37","0.60","10.10","6"
"6.70","0.16","0.49","2.40","0.046","57.00","187.00","0.9952","3.62","0.81","10.40","6"
"7.40","0.28","0.49","1.50","0.034","20.00","126.00","0.9918","2.98","0.39","10.60","6"
"6.50","0.26","0.74","13.30","0.044","68.00","224.00","0.9972","3.18","0.54","9.50","6"
"5.60","0.185","0.49","1.10","0.03","28.00","117.00","0.9918","3.55","0.45","10.30","6"
"8.00","0.30","0.49","9.40","0.046","47.00","188.00","0.9964","3.14","0.48","10.00","5"
"6.70","0.62","0.24","1.10","0.039","6.00","62.00","0.9934","3.41","0.32","10.40","5"
"6.80","0.27","0.49","1.20","0.044","35.00","126.00","0.99","3.13","0.48","12.10","7"
"7.70","0.27","0.49","1.80","0.041","23.00","86.00","0.9914","3.16","0.42","12.50","6"
"6.70","0.51","0.24","2.10","0.043","14.00","155.00","0.9904","3.22","0.60","13.00","6"
"7.40","0.19","0.49","9.30","0.03","26.00","132.00","0.994","2.99","0.32","11.00","7"
"8.30","0.20","0.49","1.70","0.04","34.00","169.00","0.9938","3.05","0.37","10.10","5"
"6.80","0.36","0.24","4.60","0.039","24.00","124.00","0.9909","3.27","0.34","12.60","7"
"7.00","0.17","0.74","12.80","0.045","24.00","126.00","0.9942","3.26","0.38","12.20","8"
"8.10","0.20","0.49","8.10","0.051","51.00","205.00","0.9954","3.10","0.52","11.00","6"
"7.80","0.26","0.74","7.50","0.044","59.00","160.00","0.996","3.22","0.64","10.00","6"
"8.00","0.18","0.49","1.80","0.061","10.00","145.00","0.9942","3.23","0.48","10.00","5"
"8.80","0.23","0.74","3.20","0.042","15.00","126.00","0.9934","3.02","0.51","11.20","6"
"7.30","0.22","0.49","9.40","0.034","29.00","134.00","0.9939","2.99","0.32","11.00","7"
"7.30","0.22","0.49","9.90","0.031","48.00","161.00","0.9937","3.01","0.28","11.20","6"
"7.40","0.19","0.49","9.30","0.03","26.00","132.00","0.994","2.99","0.32","11.00","7"
"8.20","0.22","0.49","9.60","0.037","53.00","154.00","0.9951","3.02","0.33","10.60","6"
"8.20","0.24","0.49","9.30","0.038","52.00","163.00","0.9952","3.02","0.33","10.60","6"
"8.30","0.20","0.49","1.70","0.04","34.00","169.00","0.9938","3.05","0.37","10.10","5"
